Hvordan ser du mulighederne for at låne penge til din virksomhed? (fiktivt spørgsmål);Antal ansatte Cvr-nr.;Antal ansatte Cvr-nr. kilde;Etableringsdato;Branchekode primær;Branchebetegnelse primær;Branchekode sekundær 1;Branchebetegnelse sekundær 1;Branchekode sekundær 2;Branchebetegnelse sekundær 2;Branchekode sekundær 3;Branchebetegnelse sekundær 3;Omsætning 2021 (1.000 kr);Omsætning 2020 (1.000 kr);Omsætning 2019 (1.000 kr);Omsætning 2018 (1.000 kr);Omsætning 2017 (1.000 kr);Omsætning 2016 (1.000 kr);Bruttofortjeneste 2021 (1.000 kr);Bruttofortjeneste 2020 (1.000 kr);Bruttofortjeneste 2019 (1.000 kr);Bruttofortjeneste 2018 (1.000 kr);Bruttofortjeneste 2017 (1.000 kr);Bruttofortjeneste 2016 (1.000 kr);Vareforbrug 2021 (1.000 kr);Vareforbrug 2020 (1.000 kr);Vareforbrug 2019 (1.000 kr);Vareforbrug 2018 (1.000 kr);Vareforbrug 2017 (1.000 kr);Vareforbrug 2016 (1.000 kr);EBITDA 2021 (1.000 kr);EBITDA 2020 (1.000 kr);EBITDA 2019 (1.000 kr);EBITDA 2018 (1.000 kr);EBITDA 2017 (1.000 kr);EBITDA 2016 (1.000 kr);Primært Resultat 2021 (1.000 kr);Primært Resultat 2020 (1.000 kr);Primært Resultat 2019 (1.000 kr);Primært Resultat 2018 (1.000 kr);Primært Resultat 2017 (1.000 kr);Primært Resultat 2016 (1.000 kr);Afskrivninger 2021 (1.000 kr);Afskrivninger 2020 (1.000 kr);Afskrivninger 2019 (1.000 kr);Afskrivninger 2018 (1.000 kr);Afskrivninger 2017 (1.000 kr);Afskrivninger 2016 (1.000 kr);Kapacitetsomkostninger 2021 (1.000 kr);Kapacitetsomkostninger 2020 (1.000 kr);Kapacitetsomkostninger 2019 (1.000 kr);Kapacitetsomkostninger 2018 (1.000 kr);Kapacitetsomkostninger 2017 (1.000 kr);Kapacitetsomkostninger 2016 (1.000 kr);Årets bruttoresultat 2021 (1.000 kr);Årets bruttoresultat 2020 (1.000 kr);Årets bruttoresultat 2019 (1.000 kr);Årets bruttoresultat 2018 (1.000 kr);Årets bruttoresultat 2017 (1.000 kr);Årets bruttoresultat 2016 (1.000 kr);Årets nettoresultat 2021 (1.000 kr);Årets nettoresultat 2020 (1.000 kr);Årets nettoresultat 2019 (1.000 kr);Årets nettoresultat 2018 (1.000 kr);Årets nettoresultat 2017 (1.000 kr);Årets nettoresultat 2016 (1.000 kr);Minoritetsinteresser 2021 (1.000 kr);Minoritetsinteresser 2020 (1.000 kr);Minoritetsinteresser 2019 (1.000 kr);Minoritetsinteresser 2018 (1.000 kr);Minoritetsinteresser 2017 (1.000 kr);Minoritetsinteresser 2016 (1.000 kr);Årets resultat efter minoritetsinteresser 2021 (1.000 kr);Årets resultat efter minoritetsinteresser 2020 (1.000 kr);Årets resultat efter minoritetsinteresser 2019 (1.000 kr);Årets resultat efter minoritetsinteresser 2018 (1.000 kr);Årets resultat efter minoritetsinteresser 2017 (1.000 kr);Årets resultat efter minoritetsinteresser 2016 (1.000 kr);Skat af årets resultat 2021 (1.000 kr);Skat af årets resultat 2020 (1.000 kr);Skat af årets resultat 2019 (1.000 kr);Skat af årets resultat 2018 (1.000 kr);Skat af årets resultat 2017 (1.000 kr);Skat af årets resultat 2016 (1.000 kr);Finans indtægter 2021 (1.000 kr);Finans indtægter 2020 (1.000 kr);Finans indtægter 2019 (1.000 kr);Finans indtægter 2018 (1.000 kr);Finans indtægter 2017 (1.000 kr);Finans indtægter 2016 (1.000 kr);Finans udgifter 2021 (1.000 kr);Finans udgifter 2020 (1.000 kr);Finans udgifter 2019 (1.000 kr);Finans udgifter 2018 (1.000 kr);Finans udgifter 2017 (1.000 kr);Finans udgifter 2016 (1.000 kr);Overført resultat 2021 (1.000 kr);Overført resultat 2020 (1.000 kr);Overført resultat 2019 (1.000 kr);Overført resultat 2018 (1.000 kr);Overført resultat 2017 (1.000 kr);Overført resultat 2016 (1.000 kr);Anlægsaktiver 2021 (1.000 kr);Anlægsaktiver 2020 (1.000 kr);Anlægsaktiver 2019 (1.000 kr);Anlægsaktiver 2018 (1.000 kr);Anlægsaktiver 2017 (1.000 kr);Anlægsaktiver 2016 (1.000 kr);Grunde og bygninger 2021 (1.000 kr);Grunde og bygninger 2020 (1.000 kr);Grunde og bygninger 2019 (1.000 kr);Grunde og bygninger 2018 (1.000 kr);Grunde og bygninger 2017 (1.000 kr);Grunde og bygninger 2016 (1.000 kr);Omsætningsaktiver 2021 (1.000 kr);Omsætningsaktiver 2020 (1.000 kr);Omsætningsaktiver 2019 (1.000 kr);Omsætningsaktiver 2018 (1.000 kr);Omsætningsaktiver 2017 (1.000 kr);Omsætningsaktiver 2016 (1.000 kr);Varebeholdning 2021 (1.000 kr);Varebeholdning 2020 (1.000 kr);Varebeholdning 2019 (1.000 kr);Varebeholdning 2018 (1.000 kr);Varebeholdning 2017 (1.000 kr);Varebeholdning 2016 (1.000 kr);Varedebitorer 2021 (1.000 kr);Varedebitorer 2020 (1.000 kr);Varedebitorer 2019 (1.000 kr);Varedebitorer 2018 (1.000 kr);Varedebitorer 2017 (1.000 kr);Varedebitorer 2016 (1.000 kr);Likvider 2021 (1.000 kr);Likvider 2020 (1.000 kr);Likvider 2019 (1.000 kr);Likvider 2018 (1.000 kr);Likvider 2017 (1.000 kr);Likvider 2016 (1.000 kr);Goodwill 2021 (1.000 kr);Goodwill 2020 (1.000 kr);Goodwill 2019 (1.000 kr);Goodwill 2018 (1.000 kr);Goodwill 2017 (1.000 kr);Goodwill 2016 (1.000 kr);Immaterielle anlægsaktiver 2021 (1.000 kr);Immaterielle anlægsaktiver 2020 (1.000 kr);Immaterielle anlægsaktiver 2019 (1.000 kr);Immaterielle anlægsaktiver 2018 (1.000 kr);Immaterielle anlægsaktiver 2017 (1.000 kr);Immaterielle anlægsaktiver 2016 (1.000 kr);Materielle anlægsaktiver 2021 (1.000 kr);Materielle anlægsaktiver 2020 (1.000 kr);Materielle anlægsaktiver 2019 (1.000 kr);Materielle anlægsaktiver 2018 (1.000 kr);Materielle anlægsaktiver 2017 (1.000 kr);Materielle anlægsaktiver 2016 (1.000 kr);Finansielle anlægsaktiver 2021 (1.000 kr);Finansielle anlægsaktiver 2020 (1.000 kr);Finansielle anlægsaktiver 2019 (1.000 kr);Finansielle anlægsaktiver 2018 (1.000 kr);Finansielle anlægsaktiver 2017 (1.000 kr);Finansielle anlægsaktiver 2016 (1.000 kr);Periode afgrænsninger 2021 (1.000 kr);Periode afgrænsninger 2020 (1.000 kr);Periode afgrænsninger 2019 (1.000 kr);Periode afgrænsninger 2018 (1.000 kr);Periode afgrænsninger 2017 (1.000 kr);Periode afgrænsninger 2016 (1.000 kr);Driftsmateriel og inventar 2021 (1.000 kr);Driftsmateriel og inventar 2020 (1.000 kr);Driftsmateriel og inventar 2019 (1.000 kr);Driftsmateriel og inventar 2018 (1.000 kr);Driftsmateriel og inventar 2017 (1.000 kr);Driftsmateriel og inventar 2016 (1.000 kr);Egenkapital 2021 (1.000 kr);Egenkapital 2020 (1.000 kr);Egenkapital 2019 (1.000 kr);Egenkapital 2018 (1.000 kr);Egenkapital 2017 (1.000 kr);Egenkapital 2016 (1.000 kr);Langfristet gæld 2021 (1.000 kr);Langfristet gæld 2020 (1.000 kr);Langfristet gæld 2019 (1.000 kr);Langfristet gæld 2018 (1.000 kr);Langfristet gæld 2017 (1.000 kr);Langfristet gæld 2016 (1.000 kr);Kortfristet gæld 2021 (1.000 kr);Kortfristet gæld 2020 (1.000 kr);Kortfristet gæld 2019 (1.000 kr);Kortfristet gæld 2018 (1.000 kr);Kortfristet gæld 2017 (1.000 kr);Kortfristet gæld 2016 (1.000 kr);Balance 2021 (1.000 kr);Balance 2020 (1.000 kr);Balance 2019 (1.000 kr);Balance 2018 (1.000 kr);Balance 2017 (1.000 kr);Balance 2016 (1.000 kr);Varekreditorer 2021 (1.000 kr);Varekreditorer 2020 (1.000 kr);Varekreditorer 2019 (1.000 kr);Varekreditorer 2018 (1.000 kr);Varekreditorer 2017 (1.000 kr);Varekreditorer 2016 (1.000 kr);Afkastningsgrad 2021 (%);Afkastningsgrad 2020 (%);Afkastningsgrad 2019 (%);Afkastningsgrad 2018 (%);Afkastningsgrad 2017 (%);Afkastningsgrad 2016 (%);Likviditetsgrad 2021 (%);Likviditetsgrad 2020 (%);Likviditetsgrad 2019 (%);Likviditetsgrad 2018 (%);Likviditetsgrad 2017 (%);Likviditetsgrad 2016 (%);Soliditetsgrad 2021 (%);Soliditetsgrad 2020 (%);Soliditetsgrad 2019 (%);Soliditetsgrad 2018 (%);Soliditetsgrad 2017 (%);Soliditetsgrad 2016 (%);Egenkapital forrentning 2021 (%);Egenkapital forrentning 2020 (%);Egenkapital forrentning 2019 (%);Egenkapital forrentning 2018 (%);Egenkapital forrentning 2017 (%);Egenkapital forrentning 2016 (%)
Gode;6;E&S;17-12-2010;432200;VVS- og blikkenslagerforretninger;;;;;;;;;;;;;;3764;3505;3491;2649;2871;;;;;;;;487;412;708;148;374;;291;193;467;-4;185;;-196;-219;-241;-152;-189;;3473;3312;3024;2653;2686;;243;142;367;-26;171;;182;108;281;-22;143;;;;;;;;182;108;281;-22;143;;-61;-34;-86;;-28;;;;0;0;0;;-49;-51;-100;-22;-14;;385;435;441;73;528;;374;564;771;1016;534;;;;;;;;4293;3762;3090;2338;2573;;10;10;10;10;10;;806;2250;2067;1093;991;;52;401;0;146;1013;;;;;;;;223;334;446;557;;;53;121;228;342;420;;98;109;97;117;115;;146;170;43;40;50;;53;121;228;342;420;;958;976;869;588;608;;156;;;0;;;3329;3136;2815;2681;2408;;4667;4326;3861;3354;3107;;1128;1671;723;644;1145;;6,24;4,46;12,10;-0,12;5,95;;128,96;119,96;109,77;87,21;106,85;;20,53;22,56;22,51;17,53;19,57;;19,00;11,07;32,34;;23,52
Gode;27;E&S;16-12-1997;433410;Malerforretninger;;;;;;;;;;;;;;11435;6196;5076;3951;4327;;;;;;;;1998;1071;;;;;1969;1026;1166;293;1171;;-29;-45;;;;;9466;5170;3910;3658;3156;;1939;999;1142;275;1145;;1497;766;876;214;883;;;;;;;;1497;766;876;214;883;;-442;-233;-267;-61;-261;;;;;;;;-30;-28;-23;-19;-26;;379;83;317;442;728;;635;197;17;17;17;;;;;;;;4033;2007;2702;1859;2470;;15;15;15;15;15;;1305;1487;2524;1114;2004;;2515;403;0;412;366;;;;;;;;;;;;;;618;180;;;;;17;17;17;17;17;;;;;;;;618;180;;;;;1704;1208;442;567;853;;;;;;;;2963;995;2276;1309;1633;;4668;2203;2718;1876;2486;;41;36;457;170;241;;42,18;46,57;42,90;15,62;47,10;;136,11;201,71;118,72;142,02;151,26;;36,50;54,83;16,26;30,22;34,31;;87,85;63,41;198,19;37,74;103,52
Gode;7;E&S;09-08-2006;332000;Installation af industrimaskiner og -udstyr;;;;;;;;;;;;;;3540;4070;4431;4236;3715;;;;;;;;587;673;961;1196;847;;439;551;851;1090;786;;-148;-122;-110;-106;-61;;3101;3519;3580;3146;2929;;409;542;833;1056;740;;318;422;649;822;600;;;;;;;;318;422;649;822;600;;-91;-120;-184;-234;-140;;;;;;0;;-30;-9;-18;-34;-46;;2065;1747;2125;1636;974;;458;565;228;315;223;;;;;;;;4210;3374;3768;3513;3782;;330;317;307;342;346;;2234;2530;2720;1267;1638;;866;140;244;1300;;;;;;;;;;;;;;;435;542;205;292;200;;23;23;23;23;23;;28;15;21;11;11;;435;542;205;292;200;;2325;2807;2545;2056;1394;;;;;0;;;2319;1114;1448;1761;2396;;4669;3939;3996;3828;4005;;240;255;209;472;607;;9,40;13,99;21,30;28,47;19,63;;181,54;302,87;260,22;199,49;157,85;;49,80;71,26;63,69;53,71;34,81;;13,68;15,03;25,50;39,98;43,04
Gode;11;E&S;20-06-1985;222900;Fremstilling af andre plastprodukter;;;;;;;;;;;;;;1429;1407;1120;1368;1452;;;;;;;;543;326;80;307;244;;401;193;-45;186;100;;-142;-133;-125;-121;-144;;1028;1214;1165;1182;1352;;286;55;-252;5;-103;;219;41;-201;2;-83;;;;;;;;219;41;-201;2;-83;;-67;-14;;-3;;;0;3;2;4;8;;-115;-141;-209;-185;-211;;-722;-941;-981;-781;-782;;2347;2433;2467;2516;2698;;1950;1950;1950;1950;1950;;2331;2366;2315;2283;2282;;1346;1355;1153;1276;1305;;557;642;763;611;590;;0;0;0;0;0;;;;;;;;19;22;25;29;32;;2328;2411;2442;2487;2585;;;;;0;81;;;;;;;;378;461;492;537;635;;274;55;15;215;214;;1644;1765;1826;1890;2032;;2360;2579;2541;2292;2333;;4678;4799;4782;4799;4980;;470;701;689;589;313;;8,57;4,02;-0,94;3,88;2,01;;98,77;91,74;91,11;99,61;97,81;;5,86;1,15;0,31;4,48;4,30;;79,93;74,55;;0,93;
Gode;13;E&S;29-06-2009;432100;El-installation;;;;;;;;;;;;;;4174;4421;4480;5386;5606;;;;;;;;278;350;-245;302;229;;234;297;-310;235;156;;-44;-53;-65;-67;-73;;3940;4124;4790;5151;5450;;232;296;-313;233;157;;181;230;-245;181;122;;;;;;;;181;230;-245;181;122;;-51;-65;;-52;-35;;7;4;6;7;10;;-9;-6;-9;-8;-9;;2711;2530;2300;2544;2363;;1253;1297;1351;1416;1482;;1056;1068;1080;1092;1104;;3426;3287;3046;3456;3227;;1256;1260;1350;1239;1228;;486;695;811;851;750;;1208;883;277;971;803;;;;0;10;20;;;;0;10;20;;1070;1114;1168;1223;1279;;183;183;183;183;183;;;;;;;;14;46;88;131;175;;3311;3130;2900;3144;2963;;304;95;;;;;849;1140;1333;1496;1509;;4679;4585;4397;4872;4709;;345;348;334;225;304;;5,00;6,48;-7,05;4,82;3,31;;403,53;288,33;228,51;231,02;213,85;;70,76;68,27;65,95;64,53;62,92;;5,47;7,35;;5,76;4,12
Gode;7;E&S;01-01-2002;331100;Reparation af jern- og metalvarer;451120;Detailhandel med personbiler, varebiler og minibusser;;;;;;;;;;;;4485;4259;4961;5387;5000;;;;;;;;676;498;769;754;648;;426;335;621;600;550;;-250;-163;-148;-154;-98;;4059;3924;4340;4787;4450;;385;308;610;539;528;;299;235;471;416;410;;;;;;;;299;235;471;416;410;;-85;-73;-139;-123;-118;;;0;3;;;;-41;-26;-14;-61;-22;;2930;2688;2508;2091;1731;;2579;2819;2982;786;622;;2281;2309;2336;;;;2101;1602;1639;2305;2062;;157;;;;;;717;1525;1078;1522;1080;;981;77;561;529;680;;;;;;;;;;;;;;2579;2819;2982;786;622;;;;;;;;;;;;;;298;510;646;786;622;;3112;2868;2687;2269;1908;;556;642;;;;;989;862;1884;783;749;;4680;4421;4621;3091;2684;;36;32;83;48;38;;9,10;7,58;13,44;19,41;20,49;;212,44;185,85;87,00;294,38;275,30;;66,50;64,87;58,15;73,41;71,09;;9,61;8,19;17,53;18,33;21,49
Gode;15;E&S;20-02-2007;255000;"Smedning, presning, sænksmedning og valsning af metal; pulvermetallurgi";454000;Salg, vedligeholdelse og reparation af motorcykler og reservedele og tilbehør hertil;;;;;;;;;;;;10293;10566;10011;6473;2056;;;;;;;;251;530;753;272;-129;;210;495;737;261;-134;;-41;-35;-16;-11;-5;;10083;10071;9274;6212;2190;;247;451;709;200;-126;;191;350;548;152;-97;;;;;;;;191;350;548;152;-97;;-56;-101;-161;-48;;;91;0;7;10;3;;-54;-44;-34;-71;-4;;534;343;293;46;-107;;215;192;224;191;118;;;;;;;;4479;3247;3274;4411;2721;;;;;;;;;0;651;34;843;;89;0;1180;279;0;;;;;;;;;;;;;;162;138;116;68;34;;53;53;108;122;84;;43;36;44;22;8;;162;138;116;68;34;;659;768;718;171;18;;60;96;164;43;;;3969;2566;2611;4383;2820;;4694;3439;3497;4602;2838;;44;59;55;113;220;;4,47;14,39;21,08;5,67;-4,72;;112,85;126,54;125,39;100,64;96,49;;14,04;22,33;20,53;3,72;0,63;;28,98;45,57;76,32;88,89;
Gode;8;E&S;01-05-1988;265100;Fremstilling af udstyr til måling, afprøvning, navigation og kontrol;;;;;;;;;;;;;;3395;4811;4928;3654;2860;;;;;;;;211;652;376;-1253;-207;;130;546;297;-1355;-302;;-81;-106;-79;-102;-95;;3265;4265;4631;5009;3162;;75;579;299;-1374;-53;;53;446;227;-1079;-50;;;;;;;;53;446;227;-1079;-50;;-22;-134;-72;;;;63;141;106;69;283;;-118;-107;-103;-88;-34;;1295;1242;797;570;2649;;420;500;412;491;593;;;;;;;;4275;5031;5743;5710;4434;;2305;2410;2847;2315;1932;;1235;1889;1840;1972;1544;;156;136;138;204;183;;;;;;;;;;;;;;350;431;342;421;523;;70;70;70;70;70;;223;174;133;183;233;;350;430;342;421;522;;1495;1442;997;770;2849;;2355;2410;2979;0;7;;844;1680;2180;5430;2171;;4695;5531;6155;6201;5027;;174;1104;1740;2374;1026;;2,77;9,87;4,83;-21,85;-6,01;;506,52;299,46;263,44;105,16;204,24;;31,84;26,07;16,20;12,42;56,67;;3,55;30,93;22,77;;
Gode;6;E&S;27-06-1974;284100;Fremstilling af metalforarbejdende værktøjsmaskiner;257300;Fremstilling af håndværktøj;;;;;;;;;;;;3399;3552;3236;3699;3354;;;;;;;;347;582;381;811;591;;279;503;304;708;471;;-68;-79;-77;-103;-120;;3120;3049;2932;2991;2883;;277;505;315;730;487;;214;393;244;569;379;;;;;;;;214;393;244;569;379;;-62;-113;-71;-161;-108;;0;;0;6;2;;-2;-1;0;0;-2;;3458;3444;3051;3007;2988;;908;967;1026;1090;1146;;;;;;;;3788;3184;3018;3235;3018;;1736;1773;1650;1276;1130;;445;508;461;513;519;;1064;601;421;538;201;;;;;;;;;;;;;;606;665;725;788;844;;302;302;302;302;302;;157;135;51;125;65;;606;666;725;788;844;;3783;3569;3376;3682;3463;;;;;;;;821;482;576;541;624;;4696;4151;4045;4324;4164;;225;206;156;236;317;;5,94;12,12;7,52;16,37;11,31;;461,39;660,58;523,96;597,97;483,65;;80,56;85,98;83,46;85,15;83,17;;5,66;11,01;7,23;15,45;10,94
Gode;7;E&S;01-06-2001;433200;Tømrer- og bygningssnedkervirksomhed;;;;;;;;;;;;;;3294;2680;2651;3171;2699;;;;;;;;1644;958;614;512;246;;1512;842;518;407;146;;-132;-116;-96;-105;-100;;1782;1838;2133;2764;2553;;1399;779;470;355;133;;1102;608;366;285;104;;;;;;;;1102;608;366;285;104;;-297;-171;-104;-70;-29;;;;0;0;7;;-113;-63;-48;-52;-20;;744;643;535;767;631;;510;550;401;408;439;;;;;;;;4214;4523;4212;3490;2919;;78;99;92;60;84;;3942;3886;3449;3136;2402;;30;538;671;294;358;;;;;;;;;;;;;;510;550;401;408;439;;;;;;;;48;;;0;58;;510;550;401;408;439;;1869;1268;1260;1042;1056;;310;163;97;66;26;;2489;3571;3194;2735;2224;;4724;5073;4613;3898;3358;;1061;641;236;406;451;;32,01;16,60;11,23;10,44;4,35;;169,30;126,66;131,87;127,61;131,25;;39,56;25,00;27,31;26,73;31,45;;58,96;47,95;29,05;27,35;9,85
Gode;6;E&S;01-03-1987;432200;VVS- og blikkenslagerforretninger;;;;;;;;;;;;;;4644;4861;4058;3657;3384;;;;;;;;1780;2201;1413;1271;1134;;1704;2092;1201;1059;964;;-76;-109;-212;-212;-170;;2940;2769;2857;2598;2420;;1693;2086;1199;1058;965;;1319;1626;934;821;745;;;;;;;;1319;1626;934;821;745;;-374;-461;-265;-237;-220;;;0;1;0;1;;-11;-6;-3;-1;0;;1746;1426;1001;1021;800;;294;295;515;728;940;;;;;;;;4431;4063;2911;2324;2345;;64;52;34;38;87;;733;1356;844;1278;1201;;2085;1953;1191;444;250;;;;;;;;;;;;;;283;284;515;728;940;;11;11;;;;;;;;;;;283;284;515;728;940;;2946;2826;2156;1821;1837;;108;;;;;;1642;1499;1255;1172;1376;;4725;4358;3426;3052;3285;;513;562;411;414;322;;36,06;48,00;35,06;34,70;29,35;;269,85;271,05;231,95;198,29;170,42;;62,35;64,85;62,93;59,67;55,92;;44,77;57,54;43,32;45,09;40,56
Gode;15;E&S;24-06-2002;433200;Tømrer- og bygningssnedkervirksomhed;;;;;;;;;;;;9189;;3818;2364;3861;3545;4029;;;;;;-4113;;285;184;180;96;186;;162;108;116;24;30;;-123;-76;-64;-72;-156;;3656;2256;3745;3521;3999;;125;92;127;53;13;;89;60;121;85;5;;;;;;;;89;60;121;85;5;;-35;-32;-6;;-8;;1;2;41;49;;;-38;-19;-30;-20;-17;;1044;948;1032;900;-203;;1780;1785;1795;1548;836;;1018;1029;1039;1050;286;;2949;1497;1737;1752;1799;;326;318;253;334;472;;1986;862;998;717;760;;527;198;360;544;185;;;;;;;;;;;;;;1738;1743;1753;1506;794;;42;42;42;42;42;;110;119;126;157;62;;720;714;714;456;509;;2130;2041;2131;2010;1440;;239;27;;;;;2126;1014;1232;1129;1137;;4729;3282;3532;3300;2635;;1165;435;394;432;257;;3,43;4,39;3,28;0,73;1,14;;138,71;147,63;140,99;155,18;158,22;;45,04;62,19;60,33;60,91;54,65;;4,18;3,92;5,68;4,23;0,35
Gode;8;E&S;03-04-2008;370000;Opsamling og behandling af spildevand;422100;Anlæg af ledningsnet til væsker;;;;;;;;;;;;6409;5458;4445;4324;3901;;;;;;;;1049;942;560;62;323;;858;737;512;14;249;;-191;-205;-48;-48;-74;;5551;4721;3933;4310;3652;;842;708;508;-7;257;;653;544;395;-10;196;;;;;;;;653;544;395;-10;196;;-189;-165;-113;-2;-61;;3;1;1;8;15;;-19;-29;-4;-29;-6;;949;896;852;857;867;;898;1054;148;196;251;;;;;;;;3832;2781;2198;2254;1975;;;;;;;;1309;1746;1278;1483;1526;;2095;720;593;365;275;;;;;;;;;;;;;;850;1007;100;148;53;;47;47;47;47;197;;374;199;198;257;120;;850;1007;100;149;53;;1674;1521;1377;982;1092;;551;701;;;;;2388;1545;924;1437;1105;;4730;3836;2346;2450;2225;;321;412;284;433;353;;18,14;19,21;21,82;0,57;11,19;;160,47;180,00;237,88;156,85;178,73;;35,39;39,65;58,70;40,08;49,08;;39,01;35,77;28,69;;17,95
Gode;7;E&S;29-06-2001;256200;Maskinforarbejdning;;;;;;;;;;;;;;2986;3226;2847;2628;3083;;;;;;;;617;648;124;12;366;;549;580;51;-68;260;;-68;-68;-73;-80;-106;;2437;2646;2796;2696;2823;;519;547;18;-101;216;;393;416;3;-90;157;;;;;;;;393;416;3;-90;157;;-126;-131;-15;;-58;;;0;5;0;0;;-30;-33;-38;-33;-44;;1787;1645;1228;1226;1315;;2053;2150;2186;2259;2339;;2050;2108;2166;2224;2282;;2681;2071;1919;2002;2001;;507;543;532;475;482;;547;747;670;586;662;;887;36;8;9;4;;;;;;;;;;;;;;2053;2150;2186;2259;2339;;;;;;;;49;27;38;37;23;;3;42;20;35;58;;2162;1770;1353;1351;1544;;888;943;993;1042;1091;;1542;1376;1631;1756;1582;;4734;4220;4105;4261;4340;;172;171;227;141;147;;11,60;13,74;1,24;-1,60;5,99;;173,87;150,51;117,66;114,01;126,49;;45,67;41,94;32,96;31,71;35,58;;18,18;23,50;0,22;;10,17
Gode;5;E&S;23-09-2009;251100;Fremstilling af metalkonstruktioner og dele heraf;;;;;;;;;;;;;;2961;1382;1764;1458;2890;;;;;;;;997;375;697;262;1260;;885;204;505;70;1093;;-112;-171;-192;-192;-167;;2076;1178;1259;1388;1797;;868;189;498;143;1078;;675;168;366;128;839;;;;;;;;675;168;366;128;839;;-192;-21;-131;-15;-239;;0;0;0;75;0;;-17;-15;-7;-2;-15;;1425;1350;1581;1509;1487;;216;328;387;552;516;;;;;;;;4520;3450;2610;2283;2704;;0;0;0;;;;2161;3092;2221;2070;2121;;577;260;150;161;583;;0;0;0;;;;0;0;0;;;;216;328;387;552;516;;0;0;0;;;;;;;;;;216;328;387;552;516;;2175;1900;2131;1765;1740;;0;0;0;;;;2561;1878;855;1070;1479;;4736;3778;2997;2835;3220;;16;292;194;124;72;;18,69;5,40;16,85;2,47;33,94;;176,49;183,71;305,26;213,36;182,83;;45,92;50,29;71,10;62,26;54,04;;31,03;8,84;17,18;7,25;48,22
Neutrale;14;E&S;30-06-1985;251100;Fremstilling af metalkonstruktioner og dele heraf;;;;;;;;;;;;;;5834;8345;11638;10906;10297;;;;;;;;632;203;-1858;-469;539;;287;-116;-2477;-885;157;;-345;-319;-619;-416;-382;;5547;8461;14115;11791;10140;;257;-196;-2490;-899;141;;405;-22;-2603;-709;99;;;;;;;;405;-22;-2603;-709;99;;;;-113;;-42;;7;0;65;8;10;;-37;-80;-78;-22;-26;;643;237;259;2862;3571;;1338;1191;1314;1338;945;;;;;;;;3408;3670;6944;6862;6657;;1648;1385;2493;2141;1862;;1365;1979;4164;4100;3592;;59;2;2;68;382;;;;;169;241;;;;;169;241;;1338;1191;1314;1169;704;;;;;;;;147;100;265;302;107;;1338;1191;1314;1169;704;;1143;737;759;3362;4071;;162;116;;;;;3440;4007;7500;4838;3531;;4746;4861;8259;8201;7602;;520;633;2059;1651;633;;6,05;-2,39;-29,99;-10,79;2,07;;99,07;91,59;92,59;141,84;188,53;;24,08;15,16;9,19;41,00;53,55;;35,43;;;;2,43
Neutrale;8;E&S;28-06-2007;412000;Opførelse af bygninger;;;;;;;;;;;;;;2894;2878;3089;3296;2105;;;;;;;;551;529;579;1049;540;;236;278;391;860;334;;-315;-251;-188;-189;-206;;2658;2600;2698;2436;1771;;237;266;371;782;215;;184;207;280;610;167;;;;;;;;184;207;280;610;167;;-53;-59;-91;-172;-48;;;;;;0;;-53;-43;-46;-98;-119;;1606;1422;1215;935;325;;789;768;422;246;294;;;;;;;;3956;4032;3915;4168;3803;;343;414;588;694;792;;282;281;1128;1655;759;;;;;;;;;;;;;;;;;;;;789;768;382;206;218;;;0;40;40;76;;101;22;72;62;;;789;768;382;206;218;;2106;1922;1715;1435;825;;;;;;;;2545;2842;2622;2980;3271;;4746;4800;4337;4415;4096;;226;712;740;578;721;;4,97;5,79;9,02;19,48;8,15;;155,44;141,87;149,31;139,87;116,26;;44,37;40,04;39,54;32,50;20,14;;8,74;10,77;16,33;42,51;20,24
Neutrale;13;E&S;06-03-2006;432200;VVS- og blikkenslagerforretninger;;;;;;;;;;;;;;7659;6912;6686;9349;5904;;;;;;;;2148;1569;1753;3903;719;;1812;1185;1376;3368;178;;-336;-384;-377;-535;-541;;5847;5727;5310;5981;5726;;1794;1172;1357;3356;172;;1396;912;1049;2617;132;;;;;;;;1396;912;1049;2617;132;;-398;-260;-308;-739;-40;;;;;0;2;;-18;-13;-19;-12;-8;;499;2621;1209;3160;3542;;419;669;860;1175;1675;;;;;;;;4332;5149;5757;8201;5548;;184;206;176;150;116;;1791;2877;2354;2644;2504;;1911;1620;2780;4190;2289;;0;0;0;0;158;;0;0;0;0;158;;338;601;792;1107;1449;;81;68;68;68;68;;138;235;222;213;210;;338;601;792;1107;1449;;1917;3622;4710;6661;4043;;195;145;234;574;0;;2639;2024;1618;2040;2272;;4751;5818;6617;9376;7223;;697;237;197;483;801;;38,14;20,37;20,79;35,92;2,46;;164,15;254,40;355,81;402,01;244,19;;40,35;62,26;71,18;71,04;55,97;;72,82;25,18;22,27;39,29;3,26
